id	filename	md5	size	state
85e2398f-1fb2-4306-9b01-f1ddfcc7b578	3d6bfa7e-a2c9-4f04-a7ec-c7013fdfe202.rna_seq.star_gene_counts.tsv.gz	6cdf36f9546aaa911029393eaa40439a	374283	released
ef04d078-5468-4c40-bad3-c61968c267e3	4f117528-25f3-476e-978b-6e6fb59892f0.rna_seq.star_gene_counts.tsv.gz	fa677125f2837c6b655a0db1cf5fce0b	386282	released
67269434-524f-4f93-9f58-3f4a2bd727fc	8f9f361d-ab82-4ae2-942a-a38c28650816.rna_seq.star_gene_counts.tsv.gz	6e86b224247b2c34b7b58b74671d0bba	384901	released
d7e28c23-1866-4a0a-b175-2d752ccf9952	4820b3b8-5de2-4354-acd4-c4aff0732a13.rna_seq.star_gene_counts.tsv.gz	10adef5d18844c8108fa0f31b6ea4cf6	383472	released
f878d0b5-fbf5-4232-8e39-dea41ebe65b0	0883fcf3-b794-461d-9e8b-80d7bd2aa4e8.rna_seq.star_gene_counts.tsv.gz	cfc3ca5266efdd200241737c64bc3c4f	372631	released
6907cd2c-0f2d-4fd2-8dde-50cc99bbee96	030f44c5-848d-4448-b4c7-c4d693130826.rna_seq.star_gene_counts.tsv.gz	f6218391b63589d331547663572d3745	384254	released
4b1035a4-676e-42d9-ba32-7cac7487890b	047c2bc1-3cc2-42f0-b0c2-9d6a52fdeb1f.rna_seq.star_gene_counts.tsv.gz	55fb4dda008da09458b890f803ef19f8	395115	released
f0a5a9c6-fd68-47c9-9c98-f726c66a7001	d85f78ad-31fa-4e23-9974-a134644bbc74.rna_seq.star_gene_counts.tsv.gz	64201c053af1702c6e02221a573a6f4b	389216	released
730d55eb-2a44-4649-868c-e93bb8955887	71dea7bd-6017-427b-80aa-1de9646d9ef9.rna_seq.star_gene_counts.tsv.gz	13bcd374907fc82d30c67dab07216741	390770	released
22736c30-8545-4895-b1f7-6f2b50c58f0e	7be8f0a3-8970-4979-9d63-d644a3130963.rna_seq.star_gene_counts.tsv.gz	57f3d074675e7591ec68ac8b30cc1eef	391901	released
4d336ca5-59ef-445c-bd4a-82f0a2a1579b	f5b7499c-67e2-4622-9051-045e69af1fc7.rna_seq.star_gene_counts.tsv.gz	7abdd413deb7761bae8e392780e4cef4	374451	released
859f9f50-360e-4f23-9d53-2c1b92b86f5b	bacf1798-918c-423b-8d1a-484015b21859.rna_seq.star_gene_counts.tsv.gz	4d3f608bf244fd649a185181a9de5a31	383703	released
3952435c-32f1-4fd7-9fbb-624994c38e7c	a9b816b5-7aac-424f-bba7-da83664fc312.rna_seq.star_gene_counts.tsv.gz	ba5121988d0596ccd6eba1928be4457f	388398	released
34d709e1-8d75-4ea5-9b7a-c75cd8443699	e7b833fe-6f5e-4c1f-a4b6-9b1298fe4a2c.rna_seq.star_gene_counts.tsv.gz	310670dac42c5f75548ce9b3f6818b8e	385085	released
84be4592-0832-4830-a077-0b2c2f428964	385a917f-52a6-43a1-8647-75819c95bce8.rna_seq.star_gene_counts.tsv.gz	14029ecbb0c33192f56bd7329950e9a1	404824	released
ddcafd22-df0a-45a5-95ed-74105ce43b1d	c3196d7e-4451-45d7-8b93-053f4fbc219e.rna_seq.star_gene_counts.tsv.gz	4fd564ab6ff875ad7a8dffbb7342de05	379298	released
919d4ff2-11f0-4896-ac28-9db69a9ac398	83f549b6-f01e-4cf5-ad4f-f57566271be5.rna_seq.star_gene_counts.tsv.gz	a4308317e8eed6b37a0c737c50d126c8	373041	released
9b8bae57-10f5-49a3-9bd8-1faa51a43c94	f7a638a8-7dc0-4c23-89b3-4a023c5f5940.rna_seq.star_gene_counts.tsv.gz	36cdce6946ff9e8819453dfab5835cda	372650	released
c78ed55d-1fa2-4c28-8c7d-7ed0ae5ee199	d49d858c-84c0-4879-b5d7-025209ee6607.rna_seq.star_gene_counts.tsv.gz	d039512e59fe111b8bfa43fb2b5dd8c3	389945	released
22cab103-f6f1-4a9e-ba14-a92e9e8fd7cc	c72c11ab-5c97-4d59-8579-e327add862f6.rna_seq.star_gene_counts.tsv.gz	d112d622f6d55947a1958f4f5a54691c	387620	released
25ea23bd-baa0-4d93-9ea6-bf8408b9e045	45ac7860-800f-4121-9257-fee9631d8047.rna_seq.star_gene_counts.tsv.gz	8a40a991da22ed5b04d76771ab2023c4	355455	released
eb415b49-232c-4af9-bd85-bbf0fbcc5eab	e6bdfda7-b8a6-4400-8471-4e724b0ddc4c.rna_seq.star_gene_counts.tsv.gz	883364249519a8f60db8c58ee2d6c54e	384742	released
903561ee-150f-42c3-9024-4fdac2006e01	c23e6647-2a28-43ea-8c13-dc4485bbf59e.rna_seq.star_gene_counts.tsv.gz	4c5dbc409b508ad6cddfc78c1dbca4e5	370932	released
50665d76-8abb-430b-bd45-0b0471f46540	558294bc-f021-4d00-bf02-6f3e0004b2d1.rna_seq.star_gene_counts.tsv.gz	cd9579ee81cb2462fc258b907d7d69cc	390232	released
141a332c-98e9-4706-b9be-fa64f7c455ab	f032c3f2-d1f1-4a03-9340-5adaa173cd9c.rna_seq.star_gene_counts.tsv.gz	8741ce46b520a06095319a9e9b8a2f01	382484	released
9d40882d-9cb2-47c2-a26b-38eaa739d56f	2f52ae29-1908-4c69-91d2-799943c85d23.rna_seq.star_gene_counts.tsv.gz	1e5670c163de6f0f1ba50ae8f7b215d5	377347	released
b8151248-46ae-4859-9bcf-27848f350816	8effa2dd-dde4-48ea-8c52-fbe799f1a83f.rna_seq.star_gene_counts.tsv.gz	c1a3f143034841a84732f8a52413d658	400399	released
aaef82a2-1392-449b-99e7-5b60fa08ef69	80724246-bbc9-43e8-b3c1-6914154eb2ba.rna_seq.star_gene_counts.tsv.gz	d2e8649795eb423251d4b9b86b6fc12b	402273	released
eee7f784-8d0e-4db9-8274-af2cb0e816c0	d2587af8-7d6b-42e9-935d-73257023ab6c.rna_seq.star_gene_counts.tsv.gz	9a08712dac72a99d76504d33c7993f78	391700	released
57934c2d-016f-4fe9-8189-c94d3d55793b	35fc4c47-78b5-482b-ab5c-657d5bbe7cac.rna_seq.star_gene_counts.tsv.gz	da256e45873d4ae3b72552ab332834db	419238	released
6323b025-7c67-4ce6-9a5f-abaf683d8adb	680cbae6-5861-46ce-a590-1955c4f537c3.rna_seq.star_gene_counts.tsv.gz	fde966edfd6f1404d9ef0b9edfbbaeae	414479	released
55469274-d58e-46ba-8998-2c39b83a6af3	a682f6f5-be82-4fc9-a5da-93674d4d2bf2.rna_seq.star_gene_counts.tsv.gz	c3021affdaeb213959e32a872a4a37a5	427418	released
b897743c-754e-4c84-9c4b-da9ceaa423f4	27bb5ac7-62d4-49b3-a857-8e6802f4b5ac.rna_seq.star_gene_counts.tsv.gz	26bfeb3c4296a78aefce501634283d22	419407	released
354e72d4-961a-4967-a522-da4326c84054	6e9ef202-96f3-46bf-a76e-8239cfcc4b08.rna_seq.star_gene_counts.tsv.gz	cdf465f1e997b7431b469297be9c80d8	434499	released
7b782a55-c8e9-45ff-a6f2-bbec793f0604	93b4c1c9-2915-477a-aec9-661a67862884.rna_seq.star_gene_counts.tsv.gz	96e8cb671ab783265bb4791169f2ad5f	415240	released
7c27bda4-4da6-47c9-a492-6c9225d13eb6	54e45c38-a1e7-4389-b1c7-aaa4adc375ee.rna_seq.star_gene_counts.tsv.gz	bec6266b824a80c5a87af69fac995a4e	430568	released
d543c6ad-d98a-4a36-a163-535309b7050f	7bf308aa-c1b1-436a-96a9-9fda9280079c.rna_seq.star_gene_counts.tsv.gz	47232353c2ff40b4fd7d971b233e0c3f	394158	released
acdbba40-e08c-40d7-b165-ea147355b3e9	98e0364e-5963-4278-b406-1cc3a5bdedf1.rna_seq.star_gene_counts.tsv.gz	172b6b72e30aba2bb8a85830143f6f80	412034	released
d6eecf33-c275-466f-9ca4-bba6493233a6	5560f5ed-ca15-458e-a65a-3ece3420f25d.rna_seq.star_gene_counts.tsv.gz	295166f1e625f3a2cf6d2be9f8c51b37	427897	released
106b9f47-cb38-4305-b7e4-f1846c632db6	e9a442bd-85c2-40a3-9bad-a5a6e07dbdfc.rna_seq.star_gene_counts.tsv.gz	f8eaf380885eebb7cc7b13c2cf442442	389993	released
f63c3770-5dac-45ee-bdde-60f47a39927a	9a30bc69-61a8-4bc6-9eda-4cf553e95207.rna_seq.star_gene_counts.tsv.gz	955594901be1396a7654b16a59bfe4cc	409914	released
0cb3ff26-c818-492d-976f-d65e11122ddb	8da8f35f-b5b9-41e4-8549-a9496b5c6c55.rna_seq.star_gene_counts.tsv.gz	a3683f34eed484deb5fb57805593c6ec	420136	released
9f777a12-5044-48d6-82a2-2b7bf82a58c3	7ea858d8-8454-444d-af79-5721eeedc615.rna_seq.star_gene_counts.tsv.gz	b55e64b718792783775cb0f3b3cf0c9e	410306	released
55b12322-bfef-4e68-bb7b-e1a75fa986ae	32028e3a-7eef-4e05-83d4-89207559c3b6.rna_seq.star_gene_counts.tsv.gz	a37e59f1ab8beb9b37889ff80e3190e6	409398	released
caa7c0fd-7699-4257-9ab8-296a4c05eb71	665f2163-e1ab-4809-8ae2-806383cf3d15.rna_seq.star_gene_counts.tsv.gz	f44568aee0d0460c17bd877a51daf1f4	393224	released
e4fb2c67-c35d-47c3-8af1-cc7d3a6c1d19	2ab2d16a-40a1-41be-a0a1-5d0ff9e8f71e.rna_seq.star_gene_counts.tsv.gz	26a407b26c829d3aec44f6da6ee3f720	404454	released
41ea6b57-f9cf-427e-be90-85958e4569c9	ba5007d6-6eb1-4a76-b7db-32777d82af30.rna_seq.star_gene_counts.tsv.gz	293eb8e434de00c4bd5d11a3930eeed2	414438	released
96e2d1d3-66f3-4939-9ad5-ee4ddfa0e647	b4d9e72d-329f-42e3-bf0b-0a6d588ddd0d.rna_seq.star_gene_counts.tsv.gz	053cd8ceb2ce745cf0d7e1687a31fbc0	412366	released
3435e6a9-c2d7-40d8-b534-680ee9c49485	0a52e6fa-dc69-4886-84ea-adfa28bceb3c.rna_seq.star_gene_counts.tsv.gz	4e58eae0607622de66997c59b6c3b88f	399603	released
07b6e7a6-c52a-40e1-8b97-349c7ee52953	75391877-4c80-4c53-8eab-f6594b639553.rna_seq.star_gene_counts.tsv.gz	781c1b98dfff6e867f2ea731c6ab901a	404502	released
0ffcd3cb-7f2e-46b3-8b35-ebf3d648ffdb	8c71ff95-b3fe-4aa1-a1c8-ffe372c373a9.rna_seq.star_gene_counts.tsv.gz	7640ad04c81b44c8f5afdbbd1acb43e4	399913	released
1e438301-5f1e-446c-9130-3bc93f26f68c	8c9df0f0-082d-49a5-977a-62449b49df89.rna_seq.star_gene_counts.tsv.gz	277f11f5bdab552dd5364dc8c5206333	401716	released
0c8ab97c-7a23-40ea-9b64-682876f6de0f	ff7b0c7b-fe66-4a14-8f0f-3d095eb39c40.rna_seq.star_gene_counts.tsv.gz	0305d1933771854f2f6bf4b853ea00a6	407205	released
0d297ba5-ceac-4103-bb0e-b82f153df309	5b43c16d-d151-4c84-afa8-db984f0aefc3.rna_seq.star_gene_counts.tsv.gz	96da91ae50526bfd7941bf1a287f0592	400557	released
5a126c2b-8047-45de-91eb-36eaaafed9a3	fe575a20-7975-48be-aeca-3a77e1ea58db.rna_seq.star_gene_counts.tsv.gz	3f2390264b984495f83e86e87dc1defb	414270	released
f489b97c-f582-43d8-aee6-4f8dcb15b8f6	6c9f1a8a-eb13-48fa-aee7-bc0f5d1039eb.rna_seq.star_gene_counts.tsv.gz	f0034cf458876678ff36f58752f5937d	409080	released
0a0d2eee-27c9-4d14-9c25-899acde4a743	cef42a2e-ed4c-488e-aba4-41aad7bc52f9.rna_seq.star_gene_counts.tsv.gz	92284ee7ed127ce5d6a9efce764355bb	404642	released
796a7809-af8d-48bc-aec2-b7c9405bd5ac	8bae4355-1fce-4604-84e4-f57937445d10.rna_seq.star_gene_counts.tsv.gz	cb01c2187d72e1d746af0eafdff80149	406459	released
612b70e6-6063-49db-9cfb-1e045c9e62ec	2f6423fb-83cc-4e04-ae8e-31850bb60454.rna_seq.star_gene_counts.tsv.gz	756d8e47ec449132352b88134b5c63cb	394285	released
706b592a-90b4-4fd3-88c6-3940ff14f112	ef0fce56-ec55-4111-8f5d-d4e03b6965d4.rna_seq.star_gene_counts.tsv.gz	21d408307d4461fc653aa22d6f09f8e1	401837	released
45b9cad8-8b71-4000-8971-6d3dcdbf85d9	e785e66a-ac43-402c-aba6-3f2d4321329f.rna_seq.star_gene_counts.tsv.gz	ed42b5648e004f6770335aa96e9585f0	418737	released
43029dae-2b44-4cc9-9d1d-e6ec5c96b4dd	8c73a761-54d2-4ba5-a398-ebbd87b780e6.rna_seq.star_gene_counts.tsv.gz	2fdd9541d009c5a56fec6fc90e36e484	388694	released
43038251-cdc6-420a-9550-19f33e65cf92	30e40295-e295-452b-b0da-11e315bfcde7.rna_seq.star_gene_counts.tsv.gz	6d2239d97af3e3ea74e543e6cc06d33b	420637	released
84f93280-4d50-410a-958f-a4d715a07e14	b7ad4184-fd84-4e2b-beb7-38e7440c6dc8.rna_seq.star_gene_counts.tsv.gz	65667fce069a9dba7b6df49632b803dc	398616	released
56686bf4-dbfc-4b15-bd6e-e93d807f14ad	16d84e86-8a74-4489-ae28-3c9a712cb4c1.rna_seq.star_gene_counts.tsv.gz	d8f4f2c54d28cb04131be46cb5af5f01	390260	released
d2580633-c95e-465a-9b2b-4513f7cbe7f0	bc06f2c8-2d5d-472c-9c58-958d9c627222.rna_seq.star_gene_counts.tsv.gz	11caddf552b7216671179d582fe28ca6	396585	released
a7de6834-91ba-4687-b684-8604e5b5dfd3	573a53d8-933c-4af2-82db-0b4581f366c1.rna_seq.star_gene_counts.tsv.gz	8bf010a5fdc0057be3e3678b5716ba3e	400012	released
87252233-a8dc-469b-a6dd-fd542bec4235	3818cfd4-4385-48e3-b3d4-34116972bf71.rna_seq.star_gene_counts.tsv.gz	c1d689546ea35bcb483afc63f9ca370b	407173	released
3cbb5d9b-5984-44a7-8995-7b92470736c1	492f4fdf-7c40-4962-9532-821879c22624.rna_seq.star_gene_counts.tsv.gz	7c66a47b1b68ae49f7d0f644da2f4d6a	399477	released
e7379c54-9ea1-41b5-afc6-bc5a34743516	305484fc-f5da-4a7c-bee1-c9bc2c049454.rna_seq.star_gene_counts.tsv.gz	f88dc63a626e2c74844aca17888872c9	391598	released
8584ef5a-dfaa-407a-8f56-1ec1a52f5d0a	26192163-1cdf-4258-997d-6ffc0ae3cc70.rna_seq.star_gene_counts.tsv.gz	3e1baac99fbacb6a353117e9bd9fa3dc	410684	released
854eb0cb-981b-416a-b8fe-f2603f3df8a4	701fd51e-96b7-4d4a-9d94-eb3e79960b9d.rna_seq.star_gene_counts.tsv.gz	39f75c027f5ada12cee44088d50d3273	399529	released
c2cc19fb-0e7d-4e8c-b8e1-6965ab23b144	58c47c36-9a1e-4f3e-8c95-907f324b1008.rna_seq.star_gene_counts.tsv.gz	b96ab127806a719fceb9bfc9ee67e8ef	416061	released
ee2a8c03-8ae5-4691-8e15-dd621168eaa6	9913b2e4-234a-49ea-a7c2-1f1f1bec5ed6.rna_seq.star_gene_counts.tsv.gz	8265405b7cda49a990d272c203182dba	423277	released
04ae5151-a43f-444c-83b9-7d9843859830	2a23ea8f-2aaa-4dc1-a400-23f3e134b08c.rna_seq.star_gene_counts.tsv.gz	0f92840bb48eeae4b77feec1c5d35ec5	415676	released
3a4661cb-b761-41a1-a849-cafb867ff0da	2a753a13-2fc7-416c-a274-7605590a3671.rna_seq.star_gene_counts.tsv.gz	678aa35fdc157a29288fee7c9d6a9bc2	416025	released
3d622fc9-ef76-419e-98be-b792fdee9970	c7890250-7af3-4c53-8c01-2c4d9f9bc26c.rna_seq.star_gene_counts.tsv.gz	18129b81e852210662f7037766843739	418376	released
7ff0f8e1-e40a-4e24-9412-1cb16d092a6f	028320b3-78b3-4db8-a4c0-d6135c74e1c7.rna_seq.star_gene_counts.tsv.gz	f28f1bcf651dbb1ce2f31a62e6f9a4fe	414241	released
6fcfd586-3378-4bf4-85a8-01d1c7a29403	eec33785-ca34-4771-b63b-507ce0cdba8b.rna_seq.star_gene_counts.tsv.gz	34dfdc0edf51f2f765b00884c4962e9d	420553	released
eba78182-28a6-44b9-8f6e-977d07f088b2	b932f072-6f6e-4855-96c0-0782d5080c16.rna_seq.star_gene_counts.tsv.gz	d5723ac24be39d547ccb687125195b36	426355	released
037b3901-6f0f-42f3-81c5-248ee1ac0111	a703d210-67a5-4434-b811-cfe73122d7f5.rna_seq.star_gene_counts.tsv.gz	c9cff5eaedca8c091f612f1c31275a6e	420761	released
0fd5364d-2c6a-4f21-9604-26d40cd2d2e2	bb5f5c44-a0af-4cbd-b71d-b423014967a3.rna_seq.star_gene_counts.tsv.gz	4418f7f91497e840f0e49de353d86ad7	431115	released
39bc53e8-9b9c-486f-b994-b3f2dd53cdca	aecfdec9-df09-49e8-9325-50f68842138a.rna_seq.star_gene_counts.tsv.gz	644c57487e5aeb9ff3e055704b13de94	421637	released
2e6787bb-b49b-4c36-aa5f-d9be4edda155	a3d80008-8f50-4674-afaf-4b8b50431460.rna_seq.star_gene_counts.tsv.gz	e69aa36603a003a27a730346bcab3bf8	415117	released
41d42550-85b6-42f0-9939-19dd99ca98a7	51a2879a-5d22-4cfb-a996-ff91db0bfa6b.rna_seq.star_gene_counts.tsv.gz	fbaa2806cb68de526efec8c3a02d6b70	422162	released
2c9e40a1-3b9c-491b-856b-ee807d6b7fa8	e6cf5559-4395-45ed-91ed-fe90346940d9.rna_seq.star_gene_counts.tsv.gz	ace05a6030ec78bf6d2f8f505045d30f	412176	released
88b21b36-cfc4-4482-a2d0-6aa22ec1a5bc	01c5e2b0-c279-4114-add6-3a5e1074a473.rna_seq.star_gene_counts.tsv.gz	478f2403d59613455de7fc981dbacbc6	414572	released
2d2f970d-2c7d-42f8-9373-e0acf8201ab4	2dd655eb-87ec-4468-8f3d-ebbe82167c36.rna_seq.star_gene_counts.tsv.gz	414f104ce2d0e6339b123f361c23e087	413417	released
273a2c5f-7b81-47c6-8408-e0c607235b26	383604e1-8f71-46a6-880a-3d3622d20c66.rna_seq.star_gene_counts.tsv.gz	98be028152dffa73135ff9f6da0e7c74	424623	released
69034847-bdc9-4435-82a8-425a73e2f9ad	be09501c-006a-4d9f-ae4a-f06c9a0abbc0.rna_seq.star_gene_counts.tsv.gz	4905af4e97035f1267ce9672e625e47e	427286	released
cc20ee41-44b3-4e3d-857e-702690ca0aff	544152e6-3ec5-49ef-ba16-5a95b5b5836f.rna_seq.star_gene_counts.tsv.gz	fb37941496c52b54951e91b9e5c2ca62	412311	released
e1bb9740-8ce9-4d6e-bda8-88c2c7661f1f	31fd1109-c518-4a9e-9413-5c2760421815.rna_seq.star_gene_counts.tsv.gz	7e717b11a164b6714e56241f004088a9	388224	released
c76495a9-2c4f-4a53-8508-89c0a7df5ffa	4fdf67e1-1b6d-47bf-a5d0-3846a34be773.rna_seq.star_gene_counts.tsv.gz	839179a8bfda8fc699568d751381212d	384061	released
bd60c806-848e-47b8-82c6-f7f80b9e9121	bd7ccd28-a66f-4146-b679-9996920786c5.rna_seq.star_gene_counts.tsv.gz	276273b2282db2b92418cb73a05e850e	397831	released
